filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,melspectrogram
Addiction_trim.mp3,0.3729070723056793,0.3490206301212311,3018.8726822187077,2805.506455931009,6512.917949348096,0.13877304207071903,6.490102767944336
All_Alone_With_You_trim.mp3,0.2420128732919693,0.09986451268196106,1698.3376793928282,1951.0908247854509,3262.730270716428,0.06806534805534056,0.6438088417053223
ARASHI_trim.mp3,0.48442667722702026,0.1861395388841629,2366.0950989609905,2563.3440881955444,5440.125437639077,0.09707953391060371,2.3522250652313232
Bad_Day_trim.mp3,0.3553941547870636,0.172403946518898,2455.9320556318007,2401.2295549941314,5093.12109375,0.1280241549744898,1.5702799558639526
Beware_trim.mp3,0.3617081940174103,0.28005698323249817,2972.4786643723683,2837.8481348503124,6486.319111449062,0.1282365639512384,4.825238227844238
BLACKPINK_trim.mp3,0.3527836203575134,0.12820681929588318,2189.316207801988,2123.367336491501,4436.757686220366,0.09760994746767242,1.2804064750671387
BR_trim.mp3,0.38909804821014404,0.23014438152313232,2824.4984316084783,2413.8050361242585,5427.315901784812,0.15961704855497172,2.5468382835388184
Butter-Fly_trim.mp3,0.38365426659584045,0.26731395721435547,2155.011296642719,2450.6753960758138,4806.870933509094,0.08475345576141641,4.021429061889648
Caffeine_trim.mp3,0.43655702471733093,0.25268086791038513,2576.9213034913923,2754.020304626418,5779.006721803647,0.09502247907797988,4.2119011878967285
Cradles_trim.mp3,0.4496419429779053,0.341725617647171,2444.5779143666678,2339.026412109977,5015.673434349798,0.11221225395267402,8.264626502990723
DAYBREAK_FRONTLINE_trim.mp3,0.34593915939331055,0.2306051254272461,2848.2686037018693,2875.1632754553575,6401.685444473305,0.13120237904944587,2.7550458908081055
Dont_go_trim.mp3,0.32989931106567383,0.126982182264328,3374.8497172616762,2968.119147222494,7100.7153962787825,0.15217481678115324,1.6104142665863037
drop_of_regret_trim.mp3,0.40497738122940063,0.14335286617279053,2888.5503192255433,2368.563011470936,5691.207252715025,0.18690665513738391,1.1623505353927612
ELECT_trim.mp3,0.3739628493785858,0.3384266197681427,2814.363671162087,2720.9143172192425,6172.799849716318,0.12892407390730068,5.8857598304748535
elt_bitter_trim.mp3,0.3789929151535034,0.27695849537849426,2043.1539960533703,2185.596867928703,4335.0737864018965,0.08962833180147059,4.368326663970947
Feelin_Like_trim.mp3,0.45181646943092346,0.3129430115222931,2440.328772925616,2649.4404654207133,5478.156642955192,0.0961839920010846,6.351258277893066
Fino_A_Chiamarmi_Eva_trim.mp3,0.2813977301120758,0.1188095435500145,1837.4387758149587,2328.7645319231924,3881.9819553642515,0.0652173140354868,0.905865490436554
How_Crazy_trim.mp3,0.3115863502025604,0.18248745799064636,2023.670534879394,2306.0277190567263,4618.403187910846,0.08898313925123254,2.0433084964752197
KING_trim.mp3,0.268649697303772,0.14654120802879333,2838.401011823694,2654.4234141698284,6038.552894224983,0.130134676968707,1.3067940473556519
LET_IT_SHINE_trim.mp3,0.47176527976989746,0.29642897844314575,2739.7330182080286,2684.5437894992265,5978.671974199351,0.11142291549097065,4.991125583648682
Lose_Yourself_trim.mp3,0.4907416105270386,0.11873265355825424,2312.3283968328783,2299.7195155085124,4666.980112743083,0.11018867610777863,0.8244496583938599
Nectar_trim.mp3,0.40148305892944336,0.14710772037506104,2314.588798330486,2208.980206597489,4591.238904073142,0.1220903426131966,1.3464411497116089
Oh_Sorry_Ya_trim.mp3,0.4858313798904419,0.2812727093696594,3021.703264132518,2959.9526511471327,6773.768603112087,0.12570100354191263,4.378441333770752
PLASTIC_ISLE_trim.mp3,0.4236178994178772,0.2763746976852417,2488.419224991005,2550.8602115502827,5301.776274217541,0.09837657822174922,4.139155864715576
risk_trim.mp3,0.3755253255367279,0.30394628643989563,2521.3806201182065,2506.5242525883154,5394.09814453125,0.0972860863095238,5.122845649719238
